X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
22.85,46.37,Patrutesti,Alba,AB,65,Centru
23.25,46.1,Podu lui Paul,Alba,AB,65,Centru
22.93,46.48,Rosesti,Alba,AB,65,Centru
22.89,46.37,Vidra,Alba,AB,65,Centru
22.99,46.36,Bogdanesti,Alba,AB,64,Centru
22.9,46.44,Floresti,Alba,AB,64,Centru
23.52,46.32,Valea Fagetului,Alba,AB,64,Centru
23.01,46.32,Bazesti,Alba,AB,63,Centru
22.78,46.54,Casa de Piatra,Alba,AB,63,Centru
23.1,46.39,Poiu,Alba,AB,63,Centru
23.53,46.31,Ramet,Alba,AB,63,Centru
22.82,46.36,Coroiesti,Alba,AB,62,Centru
22.96,46.38,Ficaresti,Alba,AB,62,Centru
22.83,46.38,Gojeiesti,Alba,AB,62,Centru
22.91,46.37,Lunca,Alba,AB,62,Centru
23.4,46.29,Macaresti,Alba,AB,62,Centru
23.47,46.33,Bradesti,Alba,AB,61,Centru
22.84,46.36,Heleresti,Alba,AB,61,Centru
23.03,46.44,Peste Valea Bistrii,Alba,AB,61,Centru
23.1,46.1,Bradet,Alba,AB,60,Centru
23.02,46.36,Dilimani,Alba,AB,60,Centru
23.28,46.29,Mamaligani,Alba,AB,60,Centru
23.42,46.3,Oncesti,Alba,AB,60,Centru
23.28,46.31,Valea Giogesti,Alba,AB,60,Centru
22.99,46.31,Furduiesti,Alba,AB,58,Centru
22.99,46.34,Bobaresti,Alba,AB,57,Centru
22.97,46.27,Bodresti,Alba,AB,57,Centru
23.18,46.04,Cheile Cibului,Alba,AB,57,Centru
23.11,46.35,Mihaiesti,Alba,AB,57,Centru
23,46.29,Munesti,Alba,AB,57,Centru
23.01,46.32,Nicoresti,Alba,AB,57,Centru
22.94,46.37,Valcaneasa,Alba,AB,57,Centru
22.75,46.48,Avramesti,Alba,AB,56,Centru
22.91,46.37,Dosu Luncii,Alba,AB,56,Centru
22.8,46.39,Dumacesti,Alba,AB,56,Centru
23.27,45.98,Dumbravita,Alba,AB,56,Centru
22.94,46.42,Lazesti,Alba,AB,56,Centru
23.54,46.24,Magura,Alba,AB,56,Centru
23.14,46.35,Tolacesti,Alba,AB,56,Centru
23.02,46.34,Moraresti,Alba,AB,55,Centru
22.95,46.37,Vartanesti,Alba,AB,55,Centru
23.35,46.3,Butesti,Alba,AB,54,Centru
23.28,45.98,Curpeni,Alba,AB,54,Centru
23.07,46.31,Iacobesti,Alba,AB,54,Centru
23.55,46.22,Lupseni,Alba,AB,54,Centru
23.01,46.35,Napaiesti,Alba,AB,54,Centru
23.44,46,Dealu Ferului,Alba,AB,53,Centru
23.5,46.34,Floresti,Alba,AB,53,Centru
22.82,46.35,Valea Utului,Alba,AB,53,Centru
22.9,46.38,Vasesti,Alba,AB,53,Centru
23.14,46.42,Novacesti,Alba,AB,52,Centru
22.97,46.37,Ponorel,Alba,AB,52,Centru
23.22,46.19,Runc,Alba,AB,52,Centru
23.13,46.37,Stefanca,Alba,AB,52,Centru
23,46.32,Surdesti,Alba,AB,52,Centru
23.47,46.03,Valea lui Mihai,Alba,AB,52,Centru
23.56,46.31,Vladesti,Alba,AB,52,Centru
23.29,46.02,Bulbuc,Alba,AB,51,Centru
22.79,46.39,Cartulesti,Alba,AB,51,Centru
23.21,46.34,Curmatura,Alba,AB,51,Centru
22.96,46.5,Niculesti,Alba,AB,51,Centru
23.88,46.25,Ocnisoara,Alba,AB,51,Centru
23.33,46.03,Racatau,Alba,AB,51,Centru
23.41,46.04,Gura Cutului,Alba,AB,50,Centru
22.83,46.36,Soicesti,Alba,AB,50,Centru
23.12,46.4,Taranesti,Alba,AB,50,Centru
23.33,46.28,Barbesti,Alba,AB,49,Centru
22.95,46.4,Burzesti,Alba,AB,49,Centru
23.15,46.12,Dealu Roatei,Alba,AB,49,Centru
23.24,46.36,Barzan,Alba,AB,48,Centru
23.44,46.04,Hategana,Alba,AB,48,Centru
22.83,46.35,Jojei,Alba,AB,48,Centru
22.91,46.41,Lupaiesti,Alba,AB,48,Centru
23.46,46.03,Poienita,Alba,AB,48,Centru
23.08,46.4,Salagesti,Alba,AB,48,Centru
22.93,46.43,Totesti,Alba,AB,48,Centru
23.27,46.3,Valea Barlutesti,Alba,AB,48,Centru
23.25,46.01,Grosi,Alba,AB,47,Centru
23.14,46.23,Valea Poienii,Alba,AB,47,Centru
22.76,46.39,Casoaia,Alba,AB,46,Centru
22.92,46.41,Morcanesti,Alba,AB,46,Centru
23.5,46.27,Raicani,Alba,AB,46,Centru
22.97,46.5,Baba,Alba,AB,45,Centru
23.35,46.31,Barzogani,Alba,AB,45,Centru
23,46.3,Deoncesti,Alba,AB,45,Centru
23.27,46.03,Fantanele,Alba,AB,45,Centru
23.11,46.24,Feresti,Alba,AB,45,Centru
23.19,46.25,Lupulesti,Alba,AB,45,Centru
23.21,46.35,Parau-Carbunari,Alba,AB,45,Centru
22.94,46.37,Urdes,Alba,AB,45,Centru
23.16,46.27,Valcea,Alba,AB,45,Centru
22.94,46.46,Deve,Alba,AB,44,Centru
23.01,46.34,Nelegesti,Alba,AB,44,Centru
22.86,46.38,Segaj,Alba,AB,43,Centru
22.93,46.45,Tamboresti,Alba,AB,43,Centru
23.88,46.2,Padure,Alba,AB,42,Centru
23,46.37,Pitarcesti,Alba,AB,42,Centru
22.87,46.48,Trancesti,Alba,AB,42,Centru
23.26,46.02,Valea Mare,Alba,AB,42,Centru
23.09,46.31,Balmosesti,Alba,AB,41,Centru
22.88,46.42,Barlesti,Alba,AB,41,Centru
23.12,46.28,Bunta,Alba,AB,41,Centru
23.53,46.34,Olteni,Alba,AB,41,Centru
22.85,46.38,Gligoresti,Alba,AB,40,Centru
23.63,46.39,Rachis,Alba,AB,40,Centru
22.98,46.34,Sicoiesti,Alba,AB,40,Centru
23.2,46.32,Valea Holhorii,Alba,AB,40,Centru
23.16,46.29,Bisericani,Alba,AB,39,Centru
24.03,46.28,Valea Sasului,Alba,AB,39,Centru
23.1,46.42,Balesti,Alba,AB,38,Centru
22.83,46.38,Carasti,Alba,AB,38,Centru
22.8,46.49,Plisti,Alba,AB,38,Centru
23.29,46.3,Valea Cocesti,Alba,AB,38,Centru
23.02,46.26,Bidigesti,Alba,AB,37,Centru
23.35,46.28,Bocesti,Alba,AB,37,Centru
23.46,45.78,Goasele,Alba,AB,37,Centru
22.95,46.47,Sohodol,Alba,AB,37,Centru
22.72,46.48,Vanvucesti,Alba,AB,37,Centru
22.76,46.41,Badai,Alba,AB,36,Centru
23.36,46.3,Tomesti,Alba,AB,36,Centru
23.38,46.29,Barlesti-Catun,Alba,AB,35,Centru
23.16,46.25,Gura Izbitei,Alba,AB,35,Centru
23.17,46.3,Poiana,Alba,AB,35,Centru
23.02,46.37,Sorlita,Alba,AB,35,Centru
22.82,46.39,Avramesti,Alba,AB,34,Centru
23.14,46.28,Helesti,Alba,AB,34,Centru
22.88,46.38,Jeflesti,Alba,AB,34,Centru
22.88,46.38,Modolesti,Alba,AB,34,Centru
22.78,46.48,Ravicesti,Alba,AB,34,Centru
22.92,46.34,Bai,Alba,AB,33,Centru
23.82,46.22,Cornu,Alba,AB,33,Centru
23.14,46.25,Magura,Alba,AB,33,Centru
22.78,46.39,Tarsa-Plai,Alba,AB,33,Centru
23.16,46.34,Varsi-Rontu,Alba,AB,33,Centru
23.3,46.45,Cortesti,Alba,AB,32,Centru
23.39,46.27,Iliesti,Alba,AB,31,Centru
22.9,46.37,Lunca de Jos,Alba,AB,31,Centru
22.95,46.31,Valea Verde,Alba,AB,31,Centru
22.8,46.39,Achimetesti,Alba,AB,30,Centru
22.77,46.42,Candesti,Alba,AB,30,Centru
23.09,46.45,Cheleteni,Alba,AB,30,Centru
23.14,46.17,Dobrot,Alba,AB,30,Centru
22.81,46.37,Cocosesti,Alba,AB,29,Centru
22.84,46.51,Dealu Ordancusii,Alba,AB,29,Centru
23.39,46.27,Marinesti,Alba,AB,28,Centru
22.77,46.44,Scoarta,Alba,AB,28,Centru
23.21,46.24,Stalnisoara,Alba,AB,28,Centru
23.15,46.29,Floresti,Alba,AB,27,Centru
23.26,46,Bolovanesti,Alba,AB,26,Centru
23.43,46.12,Remetea,Alba,AB,26,Centru
23.47,46.04,Ciocasu,Alba,AB,25,Centru
23.89,46.22,Panca,Alba,AB,25,Centru
23.21,46.32,Sasa,Alba,AB,25,Centru
22.9,46.43,Botesti,Alba,AB,24,Centru
23.85,45.96,Dealu Dostatului,Alba,AB,24,Centru
23.44,46.07,Poiana Ursului,Alba,AB,24,Centru
24.01,46.09,Gorgan,Alba,AB,23,Centru
23.23,46.32,Holobani,Alba,AB,23,Centru
23.42,46.05,Laz,Alba,AB,23,Centru
22.92,46.34,Hoanca,Alba,AB,22,Centru
23.17,46.24,Izbicioara,Alba,AB,22,Centru
23.43,46.04,Matacina,Alba,AB,22,Centru
23.32,46.27,Negresti,Alba,AB,22,Centru
23.19,46.31,Bardesti,Alba,AB,21,Centru
23.35,46.29,Bogdanesti,Alba,AB,21,Centru
23.13,46.27,Dogaresti,Alba,AB,21,Centru
23.15,46.35,Perjesti,Alba,AB,21,Centru
22.97,46.3,Poiana,Alba,AB,21,Centru
22.86,46.36,Puselesti,Alba,AB,21,Centru
23.16,46.28,Valeni,Alba,AB,21,Centru
23.4,46.26,Popesti,Alba,AB,20,Centru
22.99,46.3,Robesti,Alba,AB,20,Centru
23.16,46.41,Runcuri,Alba,AB,20,Centru
23.09,46.43,Tomnatec,Alba,AB,20,Centru
22.83,46.34,Valea Maciului,Alba,AB,20,Centru
23.2,46.32,Trifesti,Alba,AB,19,Centru
23.13,46.34,Varsii Mari,Alba,AB,19,Centru
22.94,46.32,Joldisesti,Alba,AB,18,Centru
23.46,46.3,Cheia,Alba,AB,17,Centru
23.29,46,Viezuri,Alba,AB,17,Centru
23.19,46.14,Dumbrava,Alba,AB,16,Centru
23.41,46.1,Isca,Alba,AB,16,Centru
23.34,46.04,Poieni,Alba,AB,16,Centru
22.87,46.37,Dosu Vasesti,Alba,AB,15,Centru
22.91,46.35,Poieni,Alba,AB,15,Centru
22.84,46.34,Boldesti,Alba,AB,14,Centru
22.98,46.29,Toci,Alba,AB,14,Centru
22.84,46.35,Stertesti,Alba,AB,13,Centru
22.88,46.39,Valcesti,Alba,AB,13,Centru
23.14,46.44,Aronesti,Alba,AB,12,Centru
22.93,46.36,Bordestii Poieni,Alba,AB,12,Centru
23.82,46.05,Maghierat,Alba,AB,12,Centru
23.54,46.23,Zagris,Alba,AB,12,Centru
24.02,46.09,Capu Dealului,Alba,AB,11,Centru
23.15,46.29,Muntari,Alba,AB,11,Centru
23.32,46.35,Simulesti,Alba,AB,11,Centru
23.18,46.3,Jurcuiesti,Alba,AB,10,Centru
23.23,46.36,Margaia,Alba,AB,10,Centru
23.16,46.29,Petreni,Alba,AB,10,Centru
22.84,46.34,Dealu Crisului,Alba,AB,9,Centru
22.9,46.35,Harasti,Alba,AB,9,Centru
23.36,46.02,Ibru,Alba,AB,9,Centru
23.44,46.29,Botani,Alba,AB,8,Centru
23.91,46.27,Cicard,Alba,AB,7,Centru
23.21,46.33,Geamana,Alba,AB,7,Centru
22.95,46.3,Medresti,Alba,AB,6,Centru
23.85,46.1,Deleni-Obarsie,Alba,AB,5,Centru
23.71,45.99,Carpenii de Sus,Alba,AB,4,Centru
23.87,46.11,Flitesti,Alba,AB,4,Centru
23.29,46.46,Incesti,Alba,AB,3,Centru
23.93,46.26,Doptau,Alba,AB,0,Centru
23.71,46.18,Zaries,Alba,AB,0,Centru
21.31,46.19,Arad,Arad,AR,190114,Vest
21.07,46.17,Pecica,Arad,AR,11472,Vest
21.51,46.34,Santana,Arad,AR,10877,Vest
21.84,46.43,Ineu,Arad,AR,9942,Vest
21.7,46.09,Lipova,Arad,AR,8829,Vest
20.75,46.17,Nadlac,Arad,AR,8458,Vest
21.31,46.34,Curtici,Arad,AR,8146,Vest
21.51,46.52,Chisineu-Cris,Arad,AR,7156,Vest
21.69,46.33,Pancota,Arad,AR,5989,Vest
22.13,46.37,Sebis,Arad,AR,5943,Vest
21.41,46.16,Vladimirescu,Arad,AR,5559,Vest
21.64,46.27,Siria,Arad,AR,5030,Vest
21.22,46.02,Vinga,Arad,AR,4132,Vest
21.45,46.42,Simand,Arad,AR,4049,Vest
21.32,46.39,Macea,Arad,AR,3948,Vest
20.93,46.11,Semlac,Arad,AR,3787,Vest
21.73,46.57,Sepreus,Arad,AR,2759,Vest
20.84,46.11,Seitin,Arad,AR,2713,Vest
21.61,46.21,Covasint,Arad,AR,2595,Vest
21.76,46.44,Sicula,Arad,AR,2592,Vest
21.94,46.42,Bocsig,Arad,AR,2580,Vest
21.78,46.62,Apateu,Arad,AR,2536,Vest
21.15,46.12,Felnac,Arad,AR,2496,Vest
21.69,46.09,Radna,Arad,AR,2435,Vest
21.44,46.51,Socodor,Arad,AR,2322,Vest
21.46,46.21,Horia,Arad,AR,2205,Vest
22.12,46.33,Buteni,Arad,AR,2201,Vest
21.39,46.12,Fantanele,Arad,AR,2186,Vest
22.34,46.27,Gurahont,Arad,AR,2160,Vest
21.56,46.07,Zabrani,Arad,AR,2146,Vest
21.71,46.38,Seleus,Arad,AR,2138,Vest
20.98,46.09,Secusigiu,Arad,AR,2135,Vest
21.21,46.31,Iratosu,Arad,AR,2053,Vest
21.29,46.06,Sagu,Arad,AR,2033,Vest
21.22,46.13,Zadareni,Arad,AR,2032,Vest
21.99,46.49,Beliu,Arad,AR,1999,Vest
21.65,46.29,Galsa,Arad,AR,1993,Vest
21.05,46.11,Sanpetru German,Arad,AR,1952,Vest
21.31,46.28,Sofronea,Arad,AR,1925,Vest
21.85,46.55,Cermei,Arad,AR,1914,Vest
21.8,46.32,Tarnova,Arad,AR,1888,Vest
21.59,46.15,Ghioroc,Arad,AR,1867,Vest
21.51,46.48,Nadab,Arad,AR,1865,Vest
21.24,46.35,Dorobanti,Arad,AR,1841,Vest
21.39,46.29,Andrei Saguna,Arad,AR,1824,Vest
21.59,46.12,Paulis,Arad,AR,1812,Vest
21.35,46.42,Sanmartin,Arad,AR,1767,Vest
21.53,46.14,Sambateni,Arad,AR,1710,Vest
22.23,46.28,Almas,Arad,AR,1662,Vest
21.54,46.39,Olari,Arad,AR,1598,Vest
21.59,46.17,Cuvin,Arad,AR,1579,Vest
21.46,46.1,Frumuseni,Arad,AR,1570,Vest
21.4,46.28,Zimandu Nou,Arad,AR,1535,Vest
21.65,46.41,Zarand,Arad,AR,1494,Vest
22.24,46.01,Savarsin,Arad,AR,1490,Vest
21.71,46.29,Maderat,Arad,AR,1457,Vest
21.39,46.21,Sanleani,Arad,AR,1428,Vest
21.63,46.48,Tipar,Arad,AR,1405,Vest
21.79,46.47,Gurba,Arad,AR,1350,Vest
21.39,46.23,Livada,Arad,AR,1328,Vest
21.31,46.52,Graniceri,Arad,AR,1285,Vest
21.58,46.34,Caporal Alexa,Arad,AR,1248,Vest
21.57,46.44,Cintei,Arad,AR,1239,Vest
21.58,46.05,Chesint,Arad,AR,1207,Vest
21.38,46.26,Zimandcuz,Arad,AR,1202,Vest
22.6,46.27,Halmagiu,Arad,AR,1200,Vest
21.67,46.62,Vanatori,Arad,AR,1180,Vest
21.37,46.49,Siclau,Arad,AR,1177,Vest
21.6,46.6,Misca,Arad,AR,1165,Vest
21.61,46.52,Sintea Mare,Arad,AR,1164,Vest
21.13,46.26,Turnu,Arad,AR,1164,Vest
22.1,46.29,Chisindia,Arad,AR,1158,Vest
21.13,46.01,Manastur,Arad,AR,1153,Vest
21.11,46.04,Mailat,Arad,AR,1133,Vest
21.82,46.34,Chier,Arad,AR,1130,Vest
21.47,46.15,Mandruloc,Arad,AR,1106,Vest
21.81,46.26,Draut,Arad,AR,1100,Vest
22.07,46.38,Barsa,Arad,AR,1077,Vest
21.99,46.11,Barzava,Arad,AR,1063,Vest
20.95,46.25,Peregu Mic,Arad,AR,1047,Vest
21.67,46.3,Masca,Arad,AR,1034,Vest
21.71,46.47,Cherelus,Arad,AR,1032,Vest
21.95,46.22,Nadas,Arad,AR,1027,Vest
21.58,46.56,Adea,Arad,AR,1025,Vest
22.22,45.97,Capalnas,Arad,AR,1024,Vest
21.62,46.07,Neudorf,Arad,AR,1020,Vest
21.76,46.27,Agrisu Mare,Arad,AR,1013,Vest
21.52,46.62,Zerind,Arad,AR,1013,Vest
20.91,46.23,Peregu Mare,Arad,AR,1011,Vest
20.96,46.07,Satu Mare,Arad,AR,1005,Vest
21.35,46.58,Pilu,Arad,AR,994,Vest
21.85,46.64,Berechiu,Arad,AR,991,Vest
21.85,46.57,Somosches,Arad,AR,983,Vest
22.12,46.5,Groseni,Arad,AR,982,Vest
22.24,46.41,Dezna,Arad,AR,975,Vest
21.82,46.39,Mocrea,Arad,AR,973,Vest
21.91,46.29,Taut,Arad,AR,972,Vest
22.25,46.46,Moneasa,Arad,AR,964,Vest
22.53,46.31,Varfurile,Arad,AR,950,Vest
21.37,46.08,Tisa Noua,Arad,AR,903,Vest
21.7,46.62,Satu Nou,Arad,AR,898,Vest
21.48,46.15,Cicir,Arad,AR,894,Vest
21.49,46.09,Alunis,Arad,AR,886,Vest
22.02,46.34,Cuied,Arad,AR,884,Vest
22.47,46.34,Avram Iancu,Arad,AR,883,Vest
22.25,46.32,Dieci,Arad,AR,880,Vest
21.34,46.62,Varsand,Arad,AR,867,Vest
22.02,46.42,Rapsig,Arad,AR,854,Vest
22.09,46.45,Carand,Arad,AR,801,Vest
21.72,46.11,Soimos,Arad,AR,795,Vest
22.16,46.01,Varadia de Mures,Arad,AR,768,Vest
21.61,46.14,Minis,Arad,AR,764,Vest
22.17,45.96,Birchis,Arad,AR,752,Vest
22.62,46.27,Halmagel,Arad,AR,727,Vest
21.76,46.37,Moroda,Arad,AR,707,Vest
22.31,46.27,Bontesti,Arad,AR,703,Vest
21.96,46.55,Chislaca,Arad,AR,703,Vest
22.39,46.04,Petris,Arad,AR,702,Vest
21.5,46.64,Iermata Neagra,Arad,AR,666,Vest
22.26,46.28,Cil,Arad,AR,661,Vest
22.63,46.32,Luncsoara,Arad,AR,644,Vest
21.98,46.58,Craiva,Arad,AR,636,Vest
22.04,46.39,Aldesti,Arad,AR,630,Vest
21.27,46.26,Sanpaul,Arad,AR,626,Vest
22.12,46.42,Prunisor,Arad,AR,619,Vest
21.34,46.07,Cruceni,Arad,AR,613,Vest
22.64,46.34,Brusturi,Arad,AR,605,Vest
22.03,46.47,Selistea,Arad,AR,594,Vest
22.08,46.5,Hasmas,Arad,AR,583,Vest
21.88,46.1,Conop,Arad,AR,581,Vest
22.25,46.27,Radesti,Arad,AR,578,Vest
22.09,46.25,Paiuseni,Arad,AR,574,Vest
22,46.51,Tagadau,Arad,AR,569,Vest
22.47,46.28,Talagiu,Arad,AR,565,Vest
21.8,46.11,Milova,Arad,AR,560,Vest
22.3,46.33,Crocna,Arad,AR,555,Vest
21.86,46.3,Dud,Arad,AR,546,Vest
22.56,46.34,Lazuri,Arad,AR,540,Vest
21.02,46.1,Munar,Arad,AR,539,Vest
21.81,46.07,Ususau,Arad,AR,533,Vest
21.4,46.03,Fiscut,Arad,AR,527,Vest
22.01,46.07,Lalasint,Arad,AR,519,Vest
22.3,46.23,Secas,Arad,AR,515,Vest
21.92,46.61,Susag,Arad,AR,512,Vest
21.93,46.53,Vasile Goldis,Arad,AR,505,Vest
22.32,46.01,Toc,Arad,AR,501,Vest
21.82,46.11,Odvos,Arad,AR,493,Vest
21.92,46.34,Silindia,Arad,AR,489,Vest
22.05,46.48,Archis,Arad,AR,488,Vest
21.77,46.38,Iermata,Arad,AR,483,Vest
22.04,46.02,Bata,Arad,AR,477,Vest
22.14,46.04,Julita,Arad,AR,476,Vest
21.78,46.25,Araneag,Arad,AR,467,Vest
21.88,46.08,Chelmac,Arad,AR,459,Vest
21.37,46.02,Firiteaz,Arad,AR,455,Vest
22.39,46.34,Zimbru,Arad,AR,453,Vest
21.99,46.41,Manerau,Arad,AR,452,Vest
21.17,46.28,Variasu Mare,Arad,AR,447,Vest
21.85,46.62,Motiori,Arad,AR,433,Vest
22.4,46.11,Rosia Noua,Arad,AR,417,Vest
21.6,46.41,Sintea Mica,Arad,AR,413,Vest
21.66,46.14,Cladova,Arad,AR,389,Vest
21.94,46.08,Belotint,Arad,AR,385,Vest
22.08,46.1,Dumbravita,Arad,AR,385,Vest
22.28,45.98,Caprioara,Arad,AR,380,Vest
22.07,45.99,Tela,Arad,AR,375,Vest
22.34,46.25,Hontisor,Arad,AR,373,Vest
22.51,46.33,Vidra,Arad,AR,369,Vest
22.22,46.07,Lupesti,Arad,AR,365,Vest
22.16,46.33,Paulian,Arad,AR,364,Vest
22.53,46.33,Magulicea,Arad,AR,359,Vest
22.31,46.3,Pescari,Arad,AR,357,Vest
22.55,46.28,Leasa,Arad,AR,356,Vest
22.03,46.59,Maraus,Arad,AR,349,Vest
22.43,46.3,Plescuta,Arad,AR,349,Vest
22.03,46.09,Capruta,Arad,AR,348,Vest
22.12,46.12,Grosii Noi,Arad,AR,346,Vest
22.37,46.01,Ilteu,Arad,AR,346,Vest
22.55,46.26,Tisa,Arad,AR,338,Vest
21.99,46.61,Siad,Arad,AR,334,Vest
22.31,46.2,Madrigesti,Arad,AR,331,Vest
22.25,46.43,Ranusa,Arad,AR,327,Vest
22.1,46.03,Nicolae Balcescu,Arad,AR,316,Vest
21.74,46.01,Sistarovat,Arad,AR,314,Vest
21.92,46.01,Zabalt,Arad,AR,312,Vest
21.63,46.11,Baratca,Arad,AR,309,Vest
22.61,46.29,Banesti,Arad,AR,306,Vest
22.45,46.29,Aciuta,Arad,AR,295,Vest
22.56,46.25,Tarmure,Arad,AR,294,Vest
22.01,46.1,Monorostia,Arad,AR,292,Vest
22.18,46.45,Susani,Arad,AR,283,Vest
22.34,46.23,Iacobini,Arad,AR,277,Vest
21.16,46.21,Sederhat,Arad,AR,277,Vest
22,46.26,Minisel,Arad,AR,274,Vest
22.24,46.07,Parnesti,Arad,AR,274,Vest
22.17,46.41,Ignesti,Arad,AR,273,Vest
22.34,46.28,Iosas,Arad,AR,273,Vest
22.6,46.23,Poienari,Arad,AR,270,Vest
22.24,45.99,Valea Mare,Arad,AR,270,Vest
21.64,46.63,Zerindu Mic,Arad,AR,267,Vest
22.13,45.97,Ostrov,Arad,AR,264,Vest
22.09,46.53,Urvisu de Beliu,Arad,AR,263,Vest
22.06,46.55,Botfei,Arad,AR,261,Vest
22.3,46.09,Troas,Arad,AR,258,Vest
22.34,46.2,Buceava-Soimus,Arad,AR,256,Vest
22.65,46.26,Tarnavita,Arad,AR,255,Vest
22.16,46.32,Berindia,Arad,AR,253,Vest
22.44,46.36,Poiana,Arad,AR,249,Vest
22.39,46.08,Corbesti,Arad,AR,248,Vest
21.19,46.13,Calugareni,Arad,AR,244,Vest
21.84,46.05,Dorgos,Arad,AR,244,Vest
22.05,46.53,Agrisu Mic,Arad,AR,242,Vest
22.56,46.24,Ionesti,Arad,AR,242,Vest
22.56,46.31,Mermesti,Arad,AR,242,Vest
22.08,46.47,Nermis,Arad,AR,242,Vest
22.58,46.29,Bodesti,Arad,AR,241,Vest
22.19,46.37,Salajeni,Arad,AR,239,Vest
22.1,45.98,Bacau de Mijloc,Arad,AR,237,Vest
22.04,46.63,Ciuntesti,Arad,AR,234,Vest
22.18,46.16,Slatina de Mures,Arad,AR,232,Vest
21.32,46.03,Hunedoara Timisana,Arad,AR,230,Vest
22.23,46.43,Slatina de Cris,Arad,AR,229,Vest
22.04,46.57,Secaci,Arad,AR,228,Vest
22.03,46.36,Hodis,Arad,AR,226,Vest
22.39,46.29,Gura Vaii,Arad,AR,223,Vest
22.03,46.61,Stoinesti,Arad,AR,219,Vest
22.18,46.3,Joia Mare,Arad,AR,218,Vest
21.2,46.13,Bodrogu Nou,Arad,AR,216,Vest
22.01,46.28,Minisu de Sus,Arad,AR,216,Vest
22.21,46.41,Buhani,Arad,AR,215,Vest
21.89,45.98,Bruznic,Arad,AR,214,Vest
22.33,46.3,Fenis,Arad,AR,214,Vest
21.9,46.35,Satu Mic,Arad,AR,214,Vest
22.01,46.61,Rogoz de Beliu,Arad,AR,213,Vest
21.95,46.59,Coroi,Arad,AR,203,Vest
22.21,46.43,Neagra,Arad,AR,203,Vest
22.64,46.29,Sarbi,Arad,AR,200,Vest
22.13,46.49,Barzesti,Arad,AR,193,Vest
22.18,46.39,Donceni,Arad,AR,192,Vest
22.2,46.31,Revetis,Arad,AR,188,Vest
22.16,46.03,Stejar,Arad,AR,179,Vest
22.17,46.09,Baia,Arad,AR,175,Vest
22.18,46.31,Cociuba,Arad,AR,174,Vest
22.27,46.05,Temesesti,Arad,AR,173,Vest
22.03,46.4,Voivodeni,Arad,AR,168,Vest
22.44,46.14,Obarsia,Arad,AR,165,Vest
22.11,46,Bulci,Arad,AR,162,Vest
22.21,46.01,Halalis,Arad,AR,162,Vest
21.94,46.33,Luguzau,Arad,AR,158,Vest
22.4,46.29,Rostoci,Arad,AR,158,Vest
22.19,46.45,Nadalbesti,Arad,AR,153,Vest
22.61,46.25,Tohesti,Arad,AR,153,Vest
22.19,46.42,Minead,Arad,AR,149,Vest
22.06,46.25,Vasoaia,Arad,AR,148,Vest
22.43,46.28,Dumbrava,Arad,AR,147,Vest
22.55,46.37,Grosi,Arad,AR,146,Vest
22.39,46.03,Seliste,Arad,AR,142,Vest
22.04,46.51,Comanesti,Arad,AR,141,Vest
22.6,46.3,Cristesti,Arad,AR,137,Vest
21.18,46.29,Variasu Mic,Arad,AR,137,Vest
22.36,46.32,Valea Mare,Arad,AR,134,Vest
22,46.53,Benesti,Arad,AR,133,Vest
21.92,46.54,Avram Iancu,Arad,AR,132,Vest
22.34,46.24,Brazii,Arad,AR,129,Vest
22.37,46.35,Dulcele,Arad,AR,123,Vest
22.25,46.37,Laz,Arad,AR,114,Vest
22.01,46.55,Bochia,Arad,AR,108,Vest
21.85,46,Patars,Arad,AR,108,Vest
22.27,46.24,Mustesti,Arad,AR,105,Vest
21.95,46.31,Camna,Arad,AR,99,Vest
22.09,46.51,Clit,Arad,AR,98,Vest
22.06,46.05,Batuta,Arad,AR,94,Vest
22.29,46,Cuias,Arad,AR,92,Vest
22.56,46.28,Lestioara,Arad,AR,92,Vest
21.89,46.61,Talmaci,Arad,AR,89,Vest
22.2,46.34,Rosia,Arad,AR,86,Vest
21.98,46.35,Iercoseni,Arad,AR,71,Vest
22.15,45.97,Virismort,Arad,AR,66,Vest
22.45,46.26,Budesti,Arad,AR,59,Vest
21.68,45.95,Cuvesdia,Arad,AR,57,Vest
21.18,46.14,Bodrogu Vechi,Arad,AR,17,Vest
21.79,45.96,Labasint,Arad,AR,15,Vest
21.81,46.02,Varnita,Arad,AR,12,Vest
24.88,44.86,Pitesti,Arges,AG,179337,Sud - Muntenia
25.05,45.28,Campulung,Arges,AG,43552,Sud - Muntenia
24.68,45.14,Curtea de Arges,Arges,AG,35107,Sud - Muntenia
24.94,44.96,Mioveni,Arges,AG,29062,Sud - Muntenia
24.88,44.66,Costesti,Arges,AG,9270,Sud - Muntenia
25.09,44.81,Topoloveni,Arges,AG,8208,Sud - Muntenia
25.17,45.39,Rucar,Arges,AG,6356,Sud - Muntenia
25.24,44.52,Slobozia,Arges,AG,4876,Sud - Muntenia
24.82,44.9,Bascov,Arges,AG,4120,Sud - Muntenia
24.9,44.78,Bradu,Arges,AG,3416,Sud - Muntenia
24.84,45.21,Domnesti,Arges,AG,3325,Sud - Muntenia
24.91,44.89,Valea Mare-Podgoria,Arges,AG,3102,Sud - Muntenia
25,45.27,Bughea de Jos,Arges,AG,3068,Sud - Muntenia
